date,adm2,cumulative_cases_reported,cumulative_deaths
2020-03-23,0307,0.0,0.0
2020-03-23,0308,0.0,0.0
2020-03-23,0309,0.0,0.0
2020-03-23,0310,0.0,0.0
2020-03-23,0401,0.0,0.0
2020-03-23,0402,0.0,0.0
2020-03-23,0403,0.0,0.0
2020-03-23,0404,0.0,0.0
2020-03-23,0405,0.0,0.0
2020-03-23,0406,0.0,0.0
2020-03-23,0407,0.0,0.0
2020-03-23,0408,0.0,0.0
2020-03-23,0409,0.0,0.0
2020-03-23,0501,0.5516099547838482,0.0
2020-03-23,0502,0.4518522976951552,0.0
2020-03-23,0503,0.2325995346012405,0.0
2020-03-23,0504,0.12593747473461464,0.0
2020-03-23,0505,0.3943752889583301,0.0
2020-03-23,0506,0.13668454811292866,0.0
2020-03-23,0507,0.10694090111388237,0.0
2020-03-23,0601,0.0,0.0
2020-03-23,0602,0.0,0.0
2020-03-23,0603,0.0,0.0
2020-03-23,0604,0.0,0.0
2020-03-23,0605,0.0,0.0
2020-03-23,0606,0.0,0.0
2020-03-23,0607,0.0,0.0
2020-03-23,0608,0.0,0.0
2020-03-23,0609,0.0,0.0
2020-03-23,0610,0.0,0.0
2020-03-23,0611,0.0,0.0
2020-03-23,0612,0.0,0.0
2020-03-23,0613,0.0,0.0
2020-03-23,0614,0.0,0.0
2020-03-23,0615,0.0,0.0
2020-03-23,0616,0.0,0.0
2020-03-23,0617,0.0,0.0
2020-03-23,0618,0.0,0.0
2020-03-23,0619,0.0,0.0
2020-03-23,0620,0.0,0.0
2020-03-23,0621,0.0,0.0
2020-03-23,0622,0.0,0.0
2020-03-23,0701,0.0,0.0
2020-03-23,0702,0.0,0.0
2020-03-23,0703,0.0,0.0
2020-03-23,0704,0.0,0.0
2020-03-23,0705,0.0,0.0
2020-03-23,0801,0.0,0.0
2020-03-23,0802,0.0,0.0
2020-03-23,0803,0.0,0.0
2020-03-23,0804,0.0,0.0
2020-03-23,0805,0.0,0.0
2020-03-23,0806,0.0,0.0
2020-03-23,0807,0.0,0.0
2020-03-23,0901,0.0,0.0
2020-03-23,0902,0.0,0.0
2020-03-23,0903,0.0,0.0
2020-03-23,0904,0.0,0.0
2020-03-23,0905,0.0,0.0
2020-03-23,0906,0.0,0.0
2020-03-23,0907,0.0,0.0
2020-03-23,0908,0.0,0.0
2020-03-23,0909,0.0,0.0
2020-03-23,0910,0.0,0.0
2020-03-23,0911,0.0,0.0
2020-03-23,0912,0.0,0.0
2020-03-23,0913,0.0,0.0
2020-03-23,0914,0.0,0.0
2020-03-23,0915,0.0,0.0
2020-03-23,1001,0.0,0.0
2020-03-23,1002,0.0,0.0
2020-03-23,1003,0.0,0.0
2020-03-23,1004,0.0,0.0
2020-03-23,1005,0.0,0.0
2020-03-23,1006,0.0,0.0
2020-03-23,1007,0.0,0.0
2020-03-23,1101,0.13268964859800847,0.0
2020-03-23,1102,0.014463169083091103,0.0
2020-03-23,1103,0.0161426758925007,0.0
2020-03-23,1104,0.031030185266448355,0.0
2020-03-23,1105,0.04317728946967857,0.0
2020-03-23,1106,0.029646883730494088,0.0
2020-03-23,1107,0.1023838766121164,0.0
2020-03-23,1108,0.010853772478228151,0.0
2020-03-23,1109,0.014810512082719288,0.0
2020-03-23,1110,0.07891267263611335,0.0
2020-03-23,1111,0.12355485785262685,0.0
2020-03-23,1112,0.03128067509548228,0.0
2020-03-23,1113,0.02281922846206941,0.0
2020-03-23,1114,0.14365064246866924,0.0
2020-03-23,1115,0.04085678437321763,0.0
2020-03-23,1116,0.06784823338236452,0.0
2020-03-23,1117,0.04804209655125546,0.0
2020-03-23,1118,0.02301147995787505,0.0
2020-03-23,1119,0.02482531600704131,0.0
2020-03-23,1201,0.0,0.0
2020-03-23,1202,0.0,0.0
2020-03-23,1203,0.0,0.0
2020-03-23,1204,0.0,0.0
2020-03-23,1205,0.0,0.0
2020-03-23,1206,0.0,0.0
2020-03-23,1207,0.0,0.0
2020-03-23,1208,0.0,0.0
2020-03-23,1209,0.0,0.0
2020-03-23,1210,0.0,0.0
2020-03-23,1211,0.0,0.0
2020-03-23,1212,0.0,0.0
2020-03-23,1213,0.0,0.0
2020-03-23,1214,0.0,0.0
2020-03-23,1215,0.0,0.0
2020-03-23,1216,0.0,0.0
2020-03-23,1217,0.0,0.0
2020-03-23,1218,0.0,0.0
2020-03-23,1219,0.0,0.0
2020-03-23,1301,0.0,0.0
2020-03-23,1302,0.0,0.0
2020-03-23,1303,0.0,0.0
2020-03-23,1304,0.0,0.0
2020-03-23,1305,0.0,0.0
2020-03-23,1306,0.0,0.0
2020-03-23,1307,0.0,0.0
2020-03-23,1308,0.0,0.0
2020-03-23,1309,0.0,0.0
2020-03-23,1310,0.0,0.0
2020-03-23,1311,0.0,0.0
2020-03-23,1401,0.0,0.0
2020-03-23,1402,0.0,0.0
2020-03-23,1403,0.0,0.0
2020-03-23,1404,0.0,0.0
2020-03-23,1405,0.0,0.0
2020-03-23,1406,0.0,0.0
2020-03-23,1407,0.0,0.0
2020-03-23,1408,0.0,0.0
2020-03-23,1409,0.0,0.0
2020-03-23,1410,0.0,0.0
2020-03-23,1411,0.0,0.0
2020-03-23,1412,0.0,0.0
2020-03-23,1413,0.0,0.0
2020-03-23,1501,0.0,0.0
2020-03-23,1502,0.0,0.0
2020-03-23,1503,0.0,0.0
2020-03-23,1504,0.0,0.0
2020-03-23,1505,0.0,0.0
2020-03-23,1506,0.0,0.0
2020-03-23,1507,0.0,0.0
2020-03-23,1508,0.0,0.0
2020-03-23,1509,0.0,0.0
2020-03-23,1510,0.0,0.0
2020-03-23,1511,0.0,0.0
2020-03-23,1512,0.0,0.0
2020-03-23,1513,0.0,0.0
2020-03-23,1514,0.0,0.0
2020-03-23,1515,0.0,0.0
2020-03-23,1601,0.0,0.0
2020-03-23,1602,0.0,0.0
2020-03-23,1603,0.0,0.0
2020-03-23,1604,0.0,0.0
2020-03-23,1605,0.0,0.0
2020-03-23,1606,0.0,0.0
2020-03-23,1607,0.0,0.0
2020-03-23,1608,0.0,0.0
2020-03-23,1701,0.0,0.0
2020-03-23,1702,0.0,0.0
2020-03-23,1703,0.0,0.0
2020-03-23,1704,0.0,0.0
2020-03-23,1705,0.0,0.0
2020-03-23,1706,0.0,0.0
2020-03-23,1707,0.0,0.0
2020-03-23,1708,0.0,0.0
2020-03-23,1709,0.0,0.0
2020-03-23,1710,0.0,0.0
2020-03-23,1711,0.0,0.0
2020-03-23,1712,0.0,0.0
2020-03-23,1713,0.0,0.0
2020-03-23,1714,0.0,0.0
2020-03-23,1715,0.0,0.0
2020-03-23,1716,0.0,0.0
2020-03-23,1717,0.0,0.0
2020-03-23,1718,0.0,0.0
2020-03-23,1719,0.0,0.0
2020-03-23,1720,0.0,0.0
2020-03-23,1721,0.0,0.0
2020-03-23,1722,0.0,0.0
2020-03-23,1723,0.0,0.0
2020-03-23,1724,0.0,0.0
2020-03-23,1725,0.0,0.0
2020-03-23,1726,0.0,0.0
2020-03-23,1727,0.0,0.0
2020-03-23,1728,0.0,0.0
2020-03-23,1801,0.0,0.0
2020-03-23,1802,0.0,0.0
2020-03-23,1803,0.0,0.0
2020-03-23,1804,0.0,0.0
2020-03-23,1805,0.0,0.0
2020-03-23,1806,0.0,0.0
2020-03-23,1807,0.0,0.0
2020-03-23,1808,0.0,0.0
2020-03-23,1809,0.0,0.0
2020-03-23,1810,0.0,0.0
2020-03-23,1811,0.0,0.0
2020-03-23,1812,0.0,0.0
2020-03-23,1813,0.0,0.0
2020-03-23,1814,0.0,0.0
2020-03-23,1815,0.0,0.0
2020-03-23,1816,0.0,0.0
2020-03-23,1817,0.0,0.0
2020-03-23,1901,0.0,0.0
2020-03-23,1902,0.0,0.0
2020-03-23,1903,0.0,0.0
2020-03-23,1904,0.0,0.0
2020-03-23,1905,0.0,0.0
2020-03-23,1906,0.0,0.0
2020-03-23,1907,0.0,0.0
2020-03-23,2001,1.0326015030680151,0.0
2020-03-23,2002,0.654368766177284,0.0
2020-03-23,2003,0.4265436968004932,0.0
2020-03-23,2004,0.14542746161042286,0.0
2020-03-23,2005,0.4776915422222962,0.0
2020-03-23,2006,0.5895830311814381,0.0
2020-03-23,2007,0.67378399894005,0.0
