state,age_grp,wk,total_resp,mild_hes,hes,strong_hes
DC,18-24,31,14182.431,2765.466,2765.466,522.864
DC,18-24,32,7596.329,4473.452,4473.452,2913.947
DC,25-39,22,9918.343,9557.981,9557.981,5056.94
DC,25-39,23,11538.02,8911.371,8911.371,5038.353
DC,25-39,24,9694.475,14001.325,14001.325,5874.427
DC,25-39,25,8606.709,10498.4,10498.4,3709.363
DC,25-39,26,14032.547999999999,7734.902,7734.902,4374.372
DC,25-39,27,10663.765,10889.885,10889.885,7547.352
DC,25-39,28,9280.761999999999,7142.861,7142.861,2957.236
DC,25-39,29,12210.102,4572.15,4572.15,2354.71
DC,25-39,30,15811.659,7788.213,7788.213,5338.63
DC,25-39,31,15732.92,7476.022999999999,7476.022999999999,4139.575
DC,25-39,32,8954.914,7932.752,7932.752,4156.986
DC,40-54,22,10252.507,6869.321,6869.321,4187.524
DC,40-54,23,12233.884,9783.636999999999,9783.636999999999,4355.721
DC,40-54,24,9249.88,6289.348,6289.348,2067.555
DC,40-54,25,8872.213,3277.158,3277.158,1335.02
DC,40-54,26,11254.418,6033.906999999999,6033.906999999999,2352.323
DC,40-54,27,4954.096,6302.376,6302.376,2530.959
DC,40-54,28,9672.474,5011.723,5011.723,3467.641
DC,40-54,29,6882.558,5926.589,5926.589,3878.222
DC,40-54,30,9358.139,2601.999,2601.999,1639.978
DC,40-54,31,8991.651999999998,7533.512000000001,7533.512000000001,4146.051
DC,40-54,32,11998.337,5151.835,5151.835,1057.188
DC,55-64,22,8428.989,6363.357,6363.357,1182.918
DC,55-64,23,4907.868,1245.706,1245.706,307.662
DC,55-64,24,6237.204,5176.367,5176.367,773.316
DC,55-64,25,4995.804999999999,1971.397,1971.397,1384.906
DC,55-64,26,10460.041,5192.239,5192.239,601.004
DC,55-64,27,5109.195,5054.142,5054.142,3489.517
DC,55-64,28,5205.083,147.651,147.651,0.0
DC,55-64,29,5781.855,675.989,675.989,381.691
DC,55-64,30,5903.856,1881.349,1881.349,1881.349
DC,55-64,31,3884.792,1411.52,1411.52,1411.52
DC,55-64,32,4305.198,2817.0829999999996,2817.0829999999996,633.162
DC,65+,22,7397.6230000000005,7600.939,7600.939,2900.241
DC,65+,23,3963.6150000000007,7115.876,7115.876,98.472
DC,65+,24,1581.53,487.97299999999996,487.97299999999996,97.013
DC,65+,25,4155.749,2378.694,2378.694,980.02
DC,65+,26,996.0349999999999,5652.469999999999,5652.469999999999,1961.935
DC,65+,27,4258.677000000001,2046.7259999999999,2046.7259999999999,1396.513
DC,65+,28,6506.385,4415.196,4415.196,1257.26
DC,65+,29,5408.424999999999,3416.61,3416.61,3416.61
DC,65+,30,3852.1639999999998,0.0,0.0,0.0
DC,65+,31,4724.89,1364.1299999999999,1364.1299999999999,337.741
DC,65+,32,1239.0,194.211,194.211,194.211
FL,18-24,22,221248.41600000003,181744.946,181744.946,143479.756
FL,18-24,23,131624.00400000002,114015.838,114015.838,49639.754
FL,18-24,24,181994.985,175939.063,175939.063,92561.197
FL,18-24,25,212879.382,120408.72499999999,120408.72499999999,30891.885
FL,18-24,26,155186.883,187832.65000000002,187832.65000000002,82750.604
FL,18-24,27,194325.784,179087.353,179087.353,93631.021
FL,18-24,28,111340.85300000002,158974.327,158974.327,86916.5
FL,18-24,29,186012.809,92287.004,92287.004,90621.045
FL,18-24,30,213312.993,243373.50900000002,243373.50900000002,109324.749
FL,18-24,31,189561.53,189998.774,189998.774,161344.967
FL,18-24,32,176451.177,128927.136,128927.136,33305.655
FL,25-39,22,190671.448,332073.917,332073.917,186367.608
FL,25-39,23,151648.579,279394.58499999996,279394.58499999996,137265.05
FL,25-39,24,207503.531,251003.266,251003.266,150813.686
FL,25-39,25,192725.33000000002,233820.985,233820.985,111935.129
FL,25-39,26,150682.493,241840.54200000002,241840.54200000002,137340.994
FL,25-39,27,215320.37099999998,246477.676,246477.676,148266.045
FL,25-39,28,224097.834,286415.098,286415.098,138521.421
FL,25-39,29,202863.071,269359.904,269359.904,162678.641
FL,25-39,30,230476.982,203247.203,203247.203,107317.508
FL,25-39,31,181012.02099999998,215346.526,215346.526,101802.688
FL,25-39,32,170846.082,165097.289,165097.289,109091.896
FL,40-54,22,103932.341,178764.229,178764.229,79388.781
FL,40-54,23,119326.35499999998,206312.46399999998,206312.46399999998,125423.973
FL,40-54,24,107539.97,213784.536,213784.536,73243.003
FL,40-54,25,184083.35199999998,205885.536,205885.536,141658.609
FL,40-54,26,74758.13500000001,203597.718,203597.718,72221.778
FL,40-54,27,98405.94099999999,177210.429,177210.429,88072.256
FL,40-54,28,104312.133,113274.166,113274.166,67467.901
FL,40-54,29,117038.81500000002,210032.561,210032.561,84515.061
FL,40-54,30,128806.111,130120.128,130120.128,66541.431
FL,40-54,31,118476.181,134722.00400000002,134722.00400000002,90796.183
FL,40-54,32,121953.81499999999,145363.223,145363.223,90027.788
FL,55-64,22,100481.067,159152.018,159152.018,93977.682
FL,55-64,23,33393.559,116041.74799999999,116041.74799999999,73582.409
FL,55-64,24,68607.037,110189.856,110189.856,44401.312
FL,55-64,25,152450.0,198032.936,198032.936,64800.963
FL,55-64,26,27732.888,104465.87,104465.87,61866.796
FL,55-64,27,13459.853,115687.64300000001,115687.64300000001,51037.955
FL,55-64,28,42165.636,89537.15,89537.15,57211.898
FL,55-64,29,24382.91,62920.009000000005,62920.009000000005,23470.615
FL,55-64,30,51444.627,111560.567,111560.567,52243.721
FL,55-64,31,37131.445,111566.144,111566.144,55342.093
FL,55-64,32,24875.396,105226.677,105226.677,54390.361
FL,65+,22,16401.481,86692.265,86692.265,41872.501
FL,65+,23,68344.347,198783.657,198783.657,106807.944
FL,65+,24,33600.33900000001,75991.225,75991.225,24635.812
FL,65+,25,46891.125,80467.106,80467.106,18472.182
FL,65+,26,20228.343999999997,136828.394,136828.394,88605.405
FL,65+,27,18753.111,100757.221,100757.221,29608.993
FL,65+,28,8522.582999999999,62178.928,62178.928,52135.801
FL,65+,29,3928.8179999999957,132370.19,132370.19,115949.147
FL,65+,30,23702.481999999996,101229.633,101229.633,62180.464
FL,65+,31,28699.504999999997,91058.56700000001,91058.56700000001,72697.546
FL,65+,32,26194.585000000003,131742.104,131742.104,92749.57
GA,18-24,22,102577.797,137510.927,137510.927,36357.898
GA,18-24,23,106025.032,80678.72899999999,80678.72899999999,32641.572
GA,18-24,24,78481.894,88165.419,88165.419,38275.543
GA,18-24,25,93095.3,112392.74100000001,112392.74100000001,41525.634
GA,18-24,26,55745.619999999995,125519.018,125519.018,49414.068
GA,18-24,27,94656.987,89671.49900000001,89671.49900000001,62009.152
GA,18-24,28,146024.775,117110.05,117110.05,41735.666
GA,18-24,29,107934.953,63582.339,63582.339,59657.294
GA,18-24,30,111776.125,20501.357,20501.357,20501.357
GA,18-24,31,114958.783,89635.6,89635.6,62534.421
GA,18-24,32,63548.556000000004,94495.171,94495.171,47185.349
GA,25-39,22,118167.897,129491.88399999999,129491.88399999999,66794.911
GA,25-39,23,129525.319,182630.892,182630.892,78509.823
GA,25-39,24,98864.715,171693.327,171693.327,84928.389
GA,25-39,25,125627.395,159327.37699999998,159327.37699999998,97281.59
GA,25-39,26,104713.785,141604.877,141604.877,74321.71
GA,25-39,27,62887.478,130657.446,130657.446,79480.94
GA,25-39,28,65091.44200000001,147445.34399999998,147445.34399999998,98829.662
GA,25-39,29,122879.22499999999,95239.641,95239.641,49460.872
GA,25-39,30,95051.563,162312.402,162312.402,132648.255
GA,25-39,31,97902.24799999999,111749.872,111749.872,70970.458
GA,25-39,32,79631.611,102877.15299999999,102877.15299999999,54166.015
GA,40-54,22,95014.95199999999,98021.684,98021.684,55823.145
GA,40-54,23,78070.255,130319.28099999999,130319.28099999999,56487.683
GA,40-54,24,66597.175,169833.869,169833.869,89294.471
GA,40-54,25,105895.601,84858.683,84858.683,30809.823
GA,40-54,26,74587.47,127951.02799999999,127951.02799999999,46520.666
GA,40-54,27,93731.023,79587.176,79587.176,48231.192
GA,40-54,28,78675.44499999999,68088.69,68088.69,41978.393
GA,40-54,29,90272.625,89613.97899999999,89613.97899999999,38354.834
GA,40-54,30,75329.87599999999,88245.917,88245.917,40824.223
GA,40-54,31,76606.731,98361.07,98361.07,55024.721
GA,40-54,32,65715.948,54765.149999999994,54765.149999999994,34243.581
GA,55-64,22,51781.462,75817.791,75817.791,39193.848
GA,55-64,23,43073.013,94951.397,94951.397,36285.806
GA,55-64,24,36945.289000000004,53056.100000000006,53056.100000000006,25446.059
GA,55-64,25,53071.587999999996,67015.801,67015.801,19715.893
GA,55-64,26,6199.887000000001,93035.90100000001,93035.90100000001,43110.19
GA,55-64,27,56186.242,64187.403,64187.403,30568.826
GA,55-64,28,29407.180000000004,64016.471999999994,64016.471999999994,43064.437
GA,55-64,29,23997.661999999997,51543.366,51543.366,33696.042
GA,55-64,30,51515.749,49569.312000000005,49569.312000000005,19448.776
GA,55-64,31,44246.333999999995,62196.558000000005,62196.558000000005,42330.26
GA,55-64,32,55649.437000000005,48793.261,48793.261,18413.745
GA,65+,22,38744.405999999995,52700.201,52700.201,16439.886
GA,65+,23,17568.021,67454.323,67454.323,43369.855
GA,65+,24,33941.97900000001,45877.509,45877.509,19841.425
GA,65+,25,14488.542,46623.521,46623.521,32103.648
GA,65+,26,11947.751,56718.259999999995,56718.259999999995,17461.603
GA,65+,27,17940.166999999998,30708.427000000003,30708.427000000003,3086.384
GA,65+,28,36167.873999999996,40137.223,40137.223,12410.116
GA,65+,29,29485.697,47047.819,47047.819,39757.104
GA,65+,30,42417.549,31522.415,31522.415,14744.938
GA,65+,31,64012.307,86818.777,86818.777,54496.342
GA,65+,32,50246.778,35670.421,35670.421,26577.01
HI,18-24,22,14875.989999999998,0.0,0.0,0.0
HI,18-24,23,10849.286,10514.842,10514.842,3263.617
HI,18-24,24,17627.471,10556.862,10556.862,0.0
HI,18-24,25,18345.194,18244.549,18244.549,4080.156
HI,18-24,26,29333.732,4688.599,4688.599,0.0
HI,18-24,27,14891.827,23405.756,23405.756,7438.973
HI,18-24,28,17376.072,516.651,516.651,0.0
HI,18-24,29,11430.473,5450.507,5450.507,1404.494
HI,18-24,30,16734.12,24578.798,24578.798,8042.429
HI,18-24,31,16953.878,8621.559000000001,8621.559000000001,3605.58
HI,18-24,32,20056.406,2129.392,2129.392,0.0
HI,25-39,22,13358.610999999999,28105.358999999997,28105.358999999997,18151.818
HI,25-39,23,17851.951,19518.004,19518.004,10438.093
HI,25-39,24,19716.259,20325.102,20325.102,7535.328
HI,25-39,25,20725.443000000003,12504.752,12504.752,5956.915
HI,25-39,26,32234.531,16654.39,16654.39,10593.915
HI,25-39,27,18797.264,20310.182999999997,20310.182999999997,10241.321
HI,25-39,28,12211.835,13492.423,13492.423,4813.536
HI,25-39,29,16364.165,9101.091,9101.091,2807.876
HI,25-39,30,16235.383,12650.982,12650.982,3027.445
HI,25-39,31,21961.332,6243.037,6243.037,3041.185
HI,25-39,32,21148.611,14459.368999999999,14459.368999999999,5860.891
HI,40-54,22,16009.782,17994.91,17994.91,7405.058
HI,40-54,23,17655.752,21548.495,21548.495,11888.719
HI,40-54,24,17029.790999999997,17264.607,17264.607,4175.605
HI,40-54,25,13399.382,10075.031,10075.031,3274.07
HI,40-54,26,19867.444,14807.931999999999,14807.931999999999,4267.23
HI,40-54,27,12571.539999999999,9301.389,9301.389,3535.542
HI,40-54,28,18474.941,10868.501,10868.501,6887.577
HI,40-54,29,14010.336,8551.818,8551.818,6078.996
HI,40-54,30,10578.477,8950.445,8950.445,5242.854
HI,40-54,31,16301.219,13104.377,13104.377,6283.15
HI,40-54,32,13821.307999999999,9743.902,9743.902,5842.27
HI,55-64,22,4835.378000000001,9898.192000000001,9898.192000000001,2213.963
HI,55-64,23,7194.677,8743.722,8743.722,4730.423
HI,55-64,24,6318.331,8725.321,8725.321,4632.523
HI,55-64,25,4149.334,4821.094,4821.094,1643.556
HI,55-64,26,3986.8619999999996,10293.440999999999,10293.440999999999,6278.632
HI,55-64,27,10536.852,2565.459,2565.459,1908.862
HI,55-64,28,5103.487,4270.923000000001,4270.923000000001,1466.545
HI,55-64,29,7874.791000000001,3018.4300000000003,3018.4300000000003,1384.835
HI,55-64,30,5019.745,3944.437,3944.437,2379.864
HI,55-64,31,9424.828,4299.266,4299.266,2272.688
HI,55-64,32,6825.9220000000005,4138.495,4138.495,2098.965
HI,65+,22,1318.252,6318.002,6318.002,4595.282
HI,65+,23,5171.187,8152.956999999999,8152.956999999999,5964.958
HI,65+,24,3754.0890000000004,8446.82,8446.82,4290.482
HI,65+,25,-3995.671,13181.41,13181.41,2594.479
HI,65+,26,-971.043,13217.498,13217.498,2176.537
HI,65+,27,-572.0770000000002,5459.0650000000005,5459.0650000000005,1551.951
HI,65+,28,3398.3950000000004,6020.6089999999995,6020.6089999999995,5535.419
HI,65+,29,6925.92,3988.272,3988.272,575.233
HI,65+,30,3920.9939999999997,4251.353,4251.353,4071.033
HI,65+,31,-1608.277,5619.13,5619.13,4015.267
HI,65+,32,1837.5280000000002,2616.5910000000003,2616.5910000000003,1354.951
ID,18-24,22,11093.496000000001,21308.941,21308.941,7631.549
ID,18-24,23,13864.409,18300.879999999997,18300.879999999997,6405.679
ID,18-24,24,14731.71,16376.792000000001,16376.792000000001,8859.339
ID,18-24,25,20125.106999999996,26472.283,26472.283,14192.651
ID,18-24,26,15593.290999999997,20968.489,20968.489,10223.129
ID,18-24,27,17183.571,15005.670999999998,15005.670999999998,7972.98
ID,18-24,28,18479.94,17128.701999999997,17128.701999999997,9913.623
ID,18-24,29,13824.808,24300.34,24300.34,7974.891
ID,18-24,30,15904.889,12329.615,12329.615,4402.495
ID,18-24,31,16738.214,15043.244,15043.244,9165.983
ID,18-24,32,22319.995,21987.144,21987.144,8540.283
ID,25-39,22,18383.121,28494.222,28494.222,13466.473
ID,25-39,23,17557.199,21872.102,21872.102,10525.95
ID,25-39,24,15309.875,24594.159,24594.159,13853.066
ID,25-39,25,23522.510000000002,21711.647,21711.647,14747.54
ID,25-39,26,16383.994,18839.977,18839.977,9288.525
ID,25-39,27,16742.993000000002,25544.643,25544.643,10993.465
ID,25-39,28,21218.951999999997,22062.699,22062.699,10666.722
ID,25-39,29,16653.046,22130.016,22130.016,12798.096
ID,25-39,30,17721.888,22729.1,22729.1,11398.9
ID,25-39,31,17190.488999999998,22613.146,22613.146,15048.492
ID,25-39,32,20775.385,23114.054,23114.054,11787.108
ID,40-54,22,6150.8369999999995,17932.152000000002,17932.152000000002,8600.922
ID,40-54,23,12210.648,15542.907,15542.907,7416.108
ID,40-54,24,4993.704,21399.556,21399.556,14785.253
ID,40-54,25,5851.714,15828.315999999999,15828.315999999999,7415.691
ID,40-54,26,9174.944,19723.739999999998,19723.739999999998,10715.206
ID,40-54,27,13199.863,15276.436000000002,15276.436000000002,7359.769
ID,40-54,28,7768.651,14462.816,14462.816,6215.564
ID,40-54,29,7267.5019999999995,18612.159,18612.159,12001.267
ID,40-54,30,10823.464,11909.373,11909.373,5409.699
ID,40-54,31,9162.291,24343.61,24343.61,11732.884
ID,40-54,32,5231.912,21345.08,21345.08,11705.215
ID,55-64,22,2399.8460000000005,14957.818,14957.818,5250.473
ID,55-64,23,2965.62,16518.266,16518.266,4505.004
ID,55-64,24,5940.61,13375.277000000002,13375.277000000002,9107.316
ID,55-64,25,3832.861,13899.889,13899.889,8927.767
ID,55-64,26,3444.4400000000005,13672.984,13672.984,5904.379
ID,55-64,27,7314.621000000001,14191.842,14191.842,7419.974
ID,55-64,28,6006.821,11036.892,11036.892,6312.739
ID,55-64,29,3096.693,9269.117,9269.117,6175.937
ID,55-64,30,2711.8130000000006,12645.535,12645.535,8655.261
ID,55-64,31,5856.7919999999995,9065.949,9065.949,5665.197
ID,55-64,32,3076.4210000000003,8148.112000000001,8148.112000000001,6089.484
ID,65+,22,3803.593,14138.335,14138.335,7376.746
ID,65+,23,5792.601000000001,15186.327000000001,15186.327000000001,6984.862
ID,65+,24,5527.7,13464.496,13464.496,3410.392
ID,65+,25,1208.3189999999995,17402.44,17402.44,6759.989
ID,65+,26,4655.744000000001,18778.133,18778.133,7869.739
ID,65+,27,570.3919999999998,11736.208999999999,11736.208999999999,3458.767
ID,65+,28,398.4319999999998,13422.688,13422.688,10557.637
ID,65+,29,5416.023000000001,11410.272,11410.272,9903.075
ID,65+,30,1566.7960000000003,12424.112000000001,12424.112000000001,4392.142
ID,65+,31,6919.552,13352.498,13352.498,9626.017
ID,65+,32,3535.4339999999997,10782.094000000001,10782.094000000001,7185.919
IL,18-24,22,99304.922,53606.630000000005,53606.630000000005,12194.499
IL,18-24,23,103913.129,71175.36499999999,71175.36499999999,18466.716
IL,18-24,24,130828.191,77994.489,77994.489,52723.057
IL,18-24,25,104212.15699999999,96972.495,96972.495,34433.153
IL,18-24,26,95102.136,100728.413,100728.413,45427.242
IL,18-24,27,65276.583999999995,55488.046,55488.046,36704.122
IL,18-24,28,127483.581,63139.047,63139.047,63139.047
IL,18-24,29,81415.584,40580.996,40580.996,20254.824
IL,18-24,30,83442.624,91030.322,91030.322,63777.553
IL,18-24,31,113353.218,60502.346,60502.346,47430.056
IL,18-24,32,100763.324,67755.509,67755.509,7286.05
IL,25-39,22,124254.667,159190.24599999998,159190.24599999998,86352.378
IL,25-39,23,128549.916,121227.947,121227.947,58227.953
IL,25-39,24,88489.053,90670.90599999999,90670.90599999999,46870.454
IL,25-39,25,129796.92000000001,117701.79,117701.79,74650.192
IL,25-39,26,120184.435,115961.535,115961.535,54825.41
IL,25-39,27,98272.877,115312.245,115312.245,57559.285
IL,25-39,28,90009.565,107687.54000000001,107687.54000000001,79193.849
IL,25-39,29,120873.18000000001,79638.228,79638.228,51301.435
IL,25-39,30,118550.171,95462.95999999999,95462.95999999999,58209.521
IL,25-39,31,87313.58099999999,101940.89600000001,101940.89600000001,52764.969
IL,25-39,32,110783.225,92822.394,92822.394,56099.688
IL,40-54,22,87083.7,108576.806,108576.806,54731.63
IL,40-54,23,103134.08899999999,105569.758,105569.758,48280.338
IL,40-54,24,89414.202,135184.03399999999,135184.03399999999,55278.079
IL,40-54,25,78243.155,110971.157,110971.157,71596.662
IL,40-54,26,74957.086,91313.084,91313.084,41550.159
IL,40-54,27,72133.404,92068.567,92068.567,64697.587
IL,40-54,28,87917.117,61649.834,61649.834,39667.923
IL,40-54,29,112886.038,61726.981,61726.981,39045.585
IL,40-54,30,111698.37700000001,80226.227,80226.227,53127.841
IL,40-54,31,110533.995,95803.048,95803.048,60094.939
IL,40-54,32,76564.30099999999,58561.337,58561.337,28668.542
IL,55-64,22,75413.478,89574.459,89574.459,31916.462
IL,55-64,23,87565.153,115840.227,115840.227,90365.105
IL,55-64,24,41278.03,57919.729999999996,57919.729999999996,20076.058
IL,55-64,25,73565.254,50156.520000000004,50156.520000000004,10221.071
IL,55-64,26,72727.07800000001,51499.549,51499.549,17901.21
IL,55-64,27,40190.954,37400.568,37400.568,15053.415
IL,55-64,28,59655.799,40077.149,40077.149,29687.316
IL,55-64,29,40716.08899999999,48681.206000000006,48681.206000000006,23747.434
IL,55-64,30,78034.871,60553.539000000004,60553.539000000004,18461.427
IL,55-64,31,78505.761,36100.034,36100.034,24527.245
IL,55-64,32,44826.13200000001,32008.881,32008.881,21493.645
IL,65+,22,67628.181,55854.702000000005,55854.702000000005,10395.747
IL,65+,23,29953.311,40722.045,40722.045,12281.524
IL,65+,24,61316.261999999995,61262.83,61262.83,16596.69
IL,65+,25,883.996000000001,31011.405,31011.405,14663.565
IL,65+,26,50671.421,59769.436,59769.436,48392.952
IL,65+,27,41774.562000000005,53573.53599999999,53573.53599999999,33601.81
IL,65+,28,51369.235,16570.998,16570.998,12737.071
IL,65+,29,37421.256,57831.615,57831.615,42646.488
IL,65+,30,43789.729999999996,32078.597,32078.597,16540.131
IL,65+,31,24669.121,76308.473,76308.473,39504.446
IL,65+,32,47929.592000000004,35061.570999999996,35061.570999999996,23231.224
IN,18-24,22,27967.532,45918.093,45918.093,44033.746
IN,18-24,23,57249.002,44689.248999999996,44689.248999999996,19659.654
IN,18-24,24,80549.864,61728.03200000001,61728.03200000001,27063.365
IN,18-24,25,68599.677,74938.122,74938.122,20573.62
IN,18-24,26,66847.385,52701.503,52701.503,26834.42
IN,18-24,27,49683.772000000004,70862.477,70862.477,38849.413
IN,18-24,28,46797.249,42488.219,42488.219,30015.587
IN,18-24,29,55095.976,11108.256000000001,11108.256000000001,4179.76
IN,18-24,30,46771.583999999995,55355.936,55355.936,33156.921
IN,18-24,31,71781.321,21338.009,21338.009,8700.236
IN,18-24,32,60591.14,54963.959,54963.959,33245.758
IN,25-39,22,60820.618,92041.139,92041.139,53586.308
IN,25-39,23,67667.33499999999,58315.464,58315.464,29815.245
IN,25-39,24,85285.25499999999,97866.14300000001,97866.14300000001,58940.36
IN,25-39,25,61334.21199999999,80133.103,80133.103,38894.834
IN,25-39,26,74715.132,89875.083,89875.083,41559.006
IN,25-39,27,54733.119,76295.744,76295.744,42258.434
IN,25-39,28,53024.922,41921.013,41921.013,28319.627
IN,25-39,29,49940.282,55466.3,55466.3,31150.856
IN,25-39,30,43958.54,54861.463,54861.463,27288.831
IN,25-39,31,73649.92,57614.148,57614.148,29830.502
IN,25-39,32,59029.078,68853.859,68853.859,36386.21
IN,40-54,22,35396.151,70042.769,70042.769,39206.703
IN,40-54,23,35563.513,47724.18,47724.18,28821.591
IN,40-54,24,34619.388000000006,64349.496,64349.496,36521.84
IN,40-54,25,43283.859,98952.371,98952.371,52533.94
IN,40-54,26,33212.989,63353.604999999996,63353.604999999996,30272.635
IN,40-54,27,25543.979000000003,56473.116,56473.116,32893.228
IN,40-54,28,39055.379,36874.296,36874.296,21736.736
IN,40-54,29,31807.006999999998,61281.054000000004,61281.054000000004,38294.309
IN,40-54,30,27476.404,67299.501,67299.501,39535.35
IN,40-54,31,31428.388,46369.706999999995,46369.706999999995,24053.909
IN,40-54,32,30944.190000000002,52142.428,52142.428,30317.049
IN,55-64,22,17081.346999999998,63804.076,63804.076,33257.252
IN,55-64,23,15605.149,48353.274,48353.274,29205.135
IN,55-64,24,29232.021,40011.659,40011.659,13536.897
IN,55-64,25,8477.26,40243.384000000005,40243.384000000005,16643.573
IN,55-64,26,10896.134,29662.199,29662.199,13543.377
IN,55-64,27,16900.483,32331.725000000002,32331.725000000002,15465.968
IN,55-64,28,20858.963,32273.709,32273.709,18459.176
IN,55-64,29,21848.981,22650.829,22650.829,14723.993
IN,55-64,30,27003.398,25136.475,25136.475,13186.157
IN,55-64,31,27299.757,30404.254999999997,30404.254999999997,16793.78
IN,55-64,32,18883.592,38435.901,38435.901,20600.72
IN,65+,22,856.0769999999993,47093.911,47093.911,18837.829
IN,65+,23,10321.715,28749.246,28749.246,11295.355
IN,65+,24,11525.509999999998,26134.110999999997,26134.110999999997,11580.265
IN,65+,25,6596.0380000000005,17640.28,17640.28,7270.98
IN,65+,26,1764.2849999999999,23518.561999999998,23518.561999999998,11018.46
IN,65+,27,6596.15,31959.353,31959.353,22685.943
IN,65+,28,20391.498,17339.953999999998,17339.953999999998,14040.506
IN,65+,29,4779.66,37202.057,37202.057,26109.729
IN,65+,30,20918.494,22306.968,22306.968,17613.882
IN,65+,31,-11707.247,24420.124,24420.124,8545.425
IN,65+,32,9696.325000000003,21809.775999999998,21809.775999999998,16527.813
IA,18-24,22,28372.934,14210.975,14210.975,0.0
IA,18-24,23,28465.41,29621.413,29621.413,11265.209
IA,18-24,24,29429.24,35641.034,35641.034,11461.845
IA,18-24,25,23959.392,43238.945,43238.945,21339.795
IA,18-24,26,40451.205,44383.444,44383.444,30812.078
IA,18-24,27,31528.089,17582.186,17582.186,0.0
IA,18-24,28,29537.734000000004,26920.059,26920.059,14883.353
IA,18-24,29,31066.244,44475.407999999996,44475.407999999996,27306.139
IA,18-24,30,27956.809,12682.112000000001,12682.112000000001,10565.357
IA,18-24,31,33954.327,19930.804,19930.804,14826.563
IA,18-24,32,37051.406,35985.031,35985.031,19174.953
IA,25-39,22,36107.085,46261.496,46261.496,19035.45
IA,25-39,23,32856.112,46256.363,46256.363,24083.311
IA,25-39,24,30560.455,41590.880000000005,41590.880000000005,26949.358
IA,25-39,25,20948.504999999997,35272.281,35272.281,18697.199
IA,25-39,26,38310.359,55677.096999999994,55677.096999999994,26464.623
IA,25-39,27,31312.507,42994.568,42994.568,20705.243
IA,25-39,28,41420.208,29407.08,29407.08,13880.324
IA,25-39,29,33177.237,26707.509,26707.509,20632.583
IA,25-39,30,29377.055,52947.151,52947.151,29668.388
IA,25-39,31,32974.128000000004,39147.613,39147.613,21521.979
IA,25-39,32,33450.788,44546.094,44546.094,29211.397
IA,40-54,22,16189.508999999998,28271.453999999998,28271.453999999998,13308.09
IA,40-54,23,10195.741,29402.768,29402.768,13213.42
IA,40-54,24,12307.324,30186.906,30186.906,9985.639
IA,40-54,25,8091.870000000001,24496.061,24496.061,13477.199
IA,40-54,26,12746.503999999997,25644.896,25644.896,12859.791
IA,40-54,27,24514.735,41281.57,41281.57,14697.681
IA,40-54,28,15101.664,34010.309,34010.309,19376.261
IA,40-54,29,12937.745,24601.690000000002,24601.690000000002,17827.827
IA,40-54,30,11320.028,16662.218,16662.218,8952.451
IA,40-54,31,12613.856,29687.718,29687.718,13356.706
IA,40-54,32,13120.220000000001,29733.079,29733.079,10676.249
IA,55-64,22,7471.592,19253.731,19253.731,6518.508
IA,55-64,23,5708.410999999999,21298.618,21298.618,11581.898
IA,55-64,24,6152.259,18737.816,18737.816,7423.303
IA,55-64,25,12295.389,18362.282,18362.282,8158.662
IA,55-64,26,4066.333,15718.288,15718.288,7912.109
IA,55-64,27,15789.046,13891.588,13891.588,4519.966
IA,55-64,28,9377.935,15245.883000000002,15245.883000000002,9666.449
IA,55-64,29,12955.433,18124.362,18124.362,10441.168
IA,55-64,30,4253.645,13313.346000000001,13313.346000000001,5737.086
IA,55-64,31,6670.320000000001,16955.508,16955.508,12442.703
IA,55-64,32,28827.121000000003,37560.378,37560.378,31556.857
IA,65+,22,2562.5450000000005,14715.67,14715.67,2701.829
IA,65+,23,3183.942,14528.025,14528.025,5463.686
IA,65+,24,4829.074,6712.884,6712.884,3164.927
IA,65+,25,6307.589,15869.172999999999,15869.172999999999,6033.488
IA,65+,26,12891.641,23155.632999999998,23155.632999999998,4729.155
IA,65+,27,13692.637,10916.402,10916.402,5908.338
IA,65+,28,3200.907,11783.789,11783.789,4056.852
IA,65+,29,8093.6320000000005,8046.515,8046.515,6629.032
IA,65+,30,6409.517,19592.006,19592.006,9635.241
IA,65+,31,4470.542,6389.171,6389.171,3524.755
IA,65+,32,1825.8400000000001,9728.35,9728.35,4685.832
KS,18-24,22,19349.209,25938.877,25938.877,8751.162
KS,18-24,23,26642.949,17027.997,17027.997,1600.475
KS,18-24,24,23586.45,31099.749000000003,31099.749000000003,21242.917
KS,18-24,25,24808.693,19254.023,19254.023,10118.863
KS,18-24,26,26189.837,30057.684,30057.684,14761.048
KS,18-24,27,27841.632,14322.109,14322.109,10813.463
KS,18-24,28,33900.771,36813.645,36813.645,5181.76
KS,18-24,29,22224.241,23220.485,23220.485,8489.25
KS,18-24,30,20036.838,18271.927,18271.927,14223.508
KS,18-24,31,21780.453,22033.713,22033.713,11266.452
KS,18-24,32,22785.182,28488.019,28488.019,8423.119
KS,25-39,22,26695.109,25913.45,25913.45,12264.305
KS,25-39,23,22986.923,32686.299,32686.299,14905.674
KS,25-39,24,26503.125,29975.014000000003,29975.014000000003,12676.67
KS,25-39,25,24326.497,33728.33,33728.33,16943.288
KS,25-39,26,24940.612999999998,34123.993,34123.993,17917.192
KS,25-39,27,29511.688,27323.153,27323.153,14533.522
