state,age_grp,wk,total_resp,mild_hes,hes,strong_hes
MA,55-64,22,960175.0,57504.0,57504.0,19273.0
MA,55-64,23,1005392.0,71272.0,71272.0,22598.0
MA,55-64,24,946766.0,53124.0,53124.0,17042.0
MA,55-64,25,958012.0,77270.0,77270.0,53396.0
MA,55-64,26,921739.0,45700.0,45700.0,23420.0
MA,55-64,27,927740.0,74029.0,74029.0,31611.0
MA,55-64,28,926243.0,56331.0,56331.0,38505.0
MA,55-64,29,983589.0,75352.0,75352.0,63869.0
MA,55-64,30,948185.0,11703.0,11703.0,6039.0
MA,55-64,31,949341.0,55730.0,55730.0,43663.0
MA,55-64,32,911315.0,24627.0,24627.0,24063.0
MA,65+,22,1178865.0,62739.0,62739.0,10828.0
MA,65+,23,1118069.0,50830.0,50830.0,25824.0
MA,65+,24,1149821.0,46133.0,46133.0,7623.0
MA,65+,25,1116124.0,43358.0,43358.0,24159.0
MA,65+,26,1159243.0,50058.0,50058.0,25695.0
MA,65+,27,1111431.0,9196.0,9196.0,7126.0
MA,65+,28,1198902.0,64894.0,64894.0,49156.0
MA,65+,29,1198078.0,21544.0,21544.0,12771.0
MA,65+,30,1141016.0,23581.0,23581.0,15457.0
MA,65+,31,1183327.0,44309.0,44309.0,41875.0
MA,65+,32,1148863.0,33063.0,33063.0,31890.0
MI,18-24,22,681509.0,137023.0,137023.0,26329.0
MI,18-24,23,649339.0,38241.0,38241.0,11185.0
MI,18-24,24,791732.0,239059.0,239059.0,110924.0
MI,18-24,25,587665.0,139726.0,139726.0,52549.0
MI,18-24,26,611348.0,197220.0,197220.0,38187.0
MI,18-24,27,647723.0,79952.0,79952.0,27964.0
MI,18-24,28,819150.0,51023.0,51023.0,26440.0
MI,18-24,29,504467.0,54265.0,54265.0,54265.0
MI,18-24,30,700913.0,100921.0,100921.0,72303.0
MI,18-24,31,569170.0,30171.0,30171.0,22577.0
MI,18-24,32,812613.0,74049.0,74049.0,74049.0
MI,25-39,22,1840799.0,581177.0,581177.0,237394.0
MI,25-39,23,1884625.0,547854.0,547854.0,218390.0
MI,25-39,24,1726494.0,419827.0,419827.0,221790.0
MI,25-39,25,1898520.0,413779.0,413779.0,204411.0
MI,25-39,26,1984052.0,584802.0,584802.0,241971.0
MI,25-39,27,1812646.0,462816.0,462816.0,282064.0
MI,25-39,28,1840976.0,283482.0,283482.0,202233.0
MI,25-39,29,2055143.0,284453.0,284453.0,213551.0
MI,25-39,30,1971990.0,240914.0,240914.0,160803.0
MI,25-39,31,1976660.0,300826.0,300826.0,155187.0
MI,25-39,32,1819743.0,321165.0,321165.0,215904.0
MI,40-54,22,1772114.0,627319.0,627319.0,278919.0
MI,40-54,23,1780477.0,500027.0,500027.0,298071.0
MI,40-54,24,1834753.0,513251.0,513251.0,284636.0
MI,40-54,25,1900828.0,544768.0,544768.0,244177.0
MI,40-54,26,1875197.0,517825.0,517825.0,193200.0
MI,40-54,27,1977676.0,338990.0,338990.0,162516.0
MI,40-54,28,1791306.0,156082.0,156082.0,76468.0
MI,40-54,29,1793328.0,268696.0,268696.0,138586.0
MI,40-54,30,1839386.0,262867.0,262867.0,156263.0
MI,40-54,31,1910093.0,231182.0,231182.0,160666.0
MI,40-54,32,1760449.0,217605.0,217605.0,141688.0
MI,55-64,22,1380152.0,249473.0,249473.0,98630.0
MI,55-64,23,1522019.0,218031.0,218031.0,117602.0
MI,55-64,24,1482943.0,234183.0,234183.0,86575.0
MI,55-64,25,1455730.0,164079.0,164079.0,52981.0
MI,55-64,26,1383680.0,168820.0,168820.0,62042.0
MI,55-64,27,1398859.0,160706.0,160706.0,60629.0
MI,55-64,28,1359910.0,105743.0,105743.0,55020.0
MI,55-64,29,1391656.0,92187.0,92187.0,54374.0
MI,55-64,30,1300680.0,32688.0,32688.0,16028.0
MI,55-64,31,1321533.0,84876.0,84876.0,64508.0
MI,55-64,32,1383529.0,83920.0,83920.0,59140.0
MI,65+,22,1830493.0,180215.0,180215.0,70492.0
MI,65+,23,1765734.0,139463.0,139463.0,68018.0
MI,65+,24,1782606.0,133105.0,133105.0,63036.0
MI,65+,25,1747218.0,146126.0,146126.0,84216.0
MI,65+,26,1768252.0,105711.0,105711.0,60377.0
MI,65+,27,1772975.0,113413.0,113413.0,83765.0
MI,65+,28,1803135.0,82350.0,82350.0,64063.0
MI,65+,29,1818623.0,90767.0,90767.0,35959.0
MI,65+,30,1785927.0,84907.0,84907.0,80195.0
MI,65+,31,1778090.0,87432.0,87432.0,48400.0
MI,65+,32,1798788.0,151880.0,151880.0,107382.0
MN,18-24,22,370387.0,144861.0,144861.0,44832.0
MN,18-24,23,296777.0,66355.0,66355.0,30520.0
MN,18-24,24,473646.0,106038.0,106038.0,71329.0
MN,18-24,25,417250.0,148595.0,148595.0,103930.0
MN,18-24,26,403619.0,46248.0,46248.0,4352.0
MN,18-24,27,412782.0,79841.0,79841.0,50603.0
MN,18-24,28,421508.0,38818.0,38818.0,27603.0
MN,18-24,29,491627.0,33266.0,33266.0,15901.0
MN,18-24,30,475940.0,101205.0,101205.0,62938.0
MN,18-24,31,467445.0,18680.0,18680.0,18680.0
MN,18-24,32,382462.0,31959.0,31959.0,28400.0
MN,25-39,22,1188748.0,282425.0,282425.0,69469.0
MN,25-39,23,1243806.0,247946.0,247946.0,123386.0
MN,25-39,24,1053490.0,218585.0,218585.0,99588.0
MN,25-39,25,1065873.0,246681.0,246681.0,138141.0
MN,25-39,26,1125122.0,197094.0,197094.0,97221.0
MN,25-39,27,1073823.0,192686.0,192686.0,119025.0
MN,25-39,28,1130873.0,146218.0,146218.0,84815.0
MN,25-39,29,1055033.0,89524.0,89524.0,51162.0
MN,25-39,30,1089641.0,161939.0,161939.0,83006.0
MN,25-39,31,1077595.0,138228.0,138228.0,70362.0
MN,25-39,32,1167957.0,100933.0,100933.0,63295.0
MN,40-54,22,1012441.0,278497.0,278497.0,118992.0
MN,40-54,23,998228.0,255746.0,255746.0,146688.0
MN,40-54,24,1045104.0,206562.0,206562.0,98547.0
MN,40-54,25,1076083.0,277390.0,277390.0,150252.0
MN,40-54,26,1039052.0,163752.0,163752.0,73952.0
MN,40-54,27,1094203.0,199041.0,199041.0,81587.0
MN,40-54,28,1042955.0,130209.0,130209.0,111700.0
MN,40-54,29,1014966.0,111890.0,111890.0,90854.0
MN,40-54,30,986790.0,118924.0,118924.0,56182.0
MN,40-54,31,996699.0,87687.0,87687.0,53845.0
MN,40-54,32,998047.0,123663.0,123663.0,77033.0
MN,55-64,22,744072.0,95999.0,95999.0,53910.0
MN,55-64,23,774154.0,78050.0,78050.0,13307.0
MN,55-64,24,746586.0,120176.0,120176.0,45933.0
MN,55-64,25,754019.0,94987.0,94987.0,31728.0
MN,55-64,26,755022.0,77255.0,77255.0,66503.0
MN,55-64,27,742522.0,47695.0,47695.0,14014.0
MN,55-64,28,692953.0,60439.0,60439.0,12594.0
MN,55-64,29,733310.0,29984.0,29984.0,25470.0
MN,55-64,30,727698.0,50355.0,50355.0,14762.0
MN,55-64,31,764135.0,36605.0,36605.0,15314.0
MN,55-64,32,733457.0,41604.0,41604.0,32627.0
MN,65+,22,895700.0,88893.0,88893.0,52565.0
MN,65+,23,917693.0,52902.0,52902.0,13871.0
MN,65+,24,910108.0,52495.0,52495.0,11991.0
MN,65+,25,903993.0,48698.0,48698.0,29078.0
MN,65+,26,904862.0,46474.0,46474.0,15093.0
MN,65+,27,910348.0,40750.0,40750.0,10999.0
MN,65+,28,943635.0,40555.0,40555.0,30094.0
MN,65+,29,937207.0,36245.0,36245.0,33499.0
MN,65+,30,942136.0,42012.0,42012.0,25305.0
MN,65+,31,924023.0,44128.0,44128.0,16950.0
MN,65+,32,941015.0,80912.0,80912.0,79405.0
MS,18-24,22,179086.0,79760.0,79760.0,35987.0
MS,18-24,23,120854.0,42788.0,42788.0,7693.0
MS,18-24,24,143890.0,72704.0,72704.0,23859.0
MS,18-24,25,167867.0,39886.0,39886.0,20530.0
MS,18-24,26,169749.0,74703.0,74703.0,22902.0
MS,18-24,27,130647.0,30298.0,30298.0,25535.0
MS,18-24,28,110979.0,23471.0,23471.0,0.0
MS,18-24,29,104642.0,29431.0,29431.0,4440.0
MS,18-24,30,104042.0,24857.0,24857.0,24857.0
MS,18-24,31,52379.0,10066.0,10066.0,0.0
MS,18-24,32,180074.0,19639.0,19639.0,15134.0
MS,25-39,22,554167.0,195577.0,195577.0,98850.0
MS,25-39,23,558389.0,277307.0,277307.0,112451.0
MS,25-39,24,446197.0,177283.0,177283.0,79404.0
MS,25-39,25,452250.0,235299.0,235299.0,125226.0
MS,25-39,26,428085.0,171264.0,171264.0,64510.0
MS,25-39,27,521127.0,132179.0,132179.0,66677.0
MS,25-39,28,401081.0,119362.0,119362.0,72471.0
MS,25-39,29,504910.0,114652.0,114652.0,60077.0
MS,25-39,30,550540.0,171600.0,171600.0,105505.0
MS,25-39,31,461478.0,135041.0,135041.0,112786.0
MS,25-39,32,424940.0,150097.0,150097.0,118949.0
MS,40-54,22,602838.0,283755.0,283755.0,98811.0
MS,40-54,23,638835.0,211356.0,211356.0,47634.0
MS,40-54,24,635470.0,203087.0,203087.0,105512.0
MS,40-54,25,691518.0,209806.0,209806.0,85289.0
MS,40-54,26,649819.0,256727.0,256727.0,120903.0
MS,40-54,27,638918.0,159319.0,159319.0,98672.0
MS,40-54,28,719760.0,134287.0,134287.0,101674.0
MS,40-54,29,690484.0,160388.0,160388.0,97278.0
MS,40-54,30,612695.0,124241.0,124241.0,70290.0
MS,40-54,31,779474.0,134539.0,134539.0,74374.0
MS,40-54,32,596307.0,128219.0,128219.0,72349.0
MS,55-64,22,352267.0,95092.0,95092.0,45542.0
MS,55-64,23,382666.0,83530.0,83530.0,32794.0
MS,55-64,24,468459.0,86600.0,86600.0,32675.0
MS,55-64,25,428901.0,88894.0,88894.0,26471.0
MS,55-64,26,499689.0,89263.0,89263.0,40880.0
MS,55-64,27,447632.0,116656.0,116656.0,15578.0
MS,55-64,28,408242.0,25324.0,25324.0,10828.0
MS,55-64,29,394007.0,31284.0,31284.0,25365.0
MS,55-64,30,439378.0,32209.0,32209.0,28315.0
MS,55-64,31,372876.0,54372.0,54372.0,28753.0
MS,55-64,32,444291.0,60856.0,60856.0,35295.0
MS,65+,22,481413.0,57838.0,57838.0,26324.0
MS,65+,23,484324.0,37599.0,37599.0,15973.0
MS,65+,24,485756.0,41251.0,41251.0,28355.0
MS,65+,25,432647.0,79560.0,79560.0,61951.0
MS,65+,26,425123.0,23495.0,23495.0,15784.0
MS,65+,27,438386.0,45802.0,45802.0,22986.0
MS,65+,28,525986.0,34205.0,34205.0,15518.0
MS,65+,29,470908.0,36936.0,36936.0,26829.0
MS,65+,30,461606.0,30869.0,30869.0,13033.0
MS,65+,31,480030.0,41898.0,41898.0,37668.0
MS,65+,32,490287.0,61753.0,61753.0,34330.0
MO,18-24,22,389626.0,221521.0,221521.0,74895.0
MO,18-24,23,393471.0,70152.0,70152.0,51279.0
MO,18-24,24,373315.0,150200.0,150200.0,10299.0
MO,18-24,25,383379.0,74107.0,74107.0,39784.0
MO,18-24,26,453057.0,131765.0,131765.0,30504.0
MO,18-24,27,527590.0,89900.0,89900.0,8329.0
MO,18-24,28,393698.0,46395.0,46395.0,25856.0
MO,18-24,29,497454.0,87151.0,87151.0,48363.0
MO,18-24,30,373336.0,44696.0,44696.0,30520.0
MO,18-24,31,423816.0,113469.0,113469.0,25931.0
MO,18-24,32,499368.0,97835.0,97835.0,74959.0
MO,25-39,22,1143717.0,400245.0,400245.0,162497.0
MO,25-39,23,1205320.0,330122.0,330122.0,128444.0
MO,25-39,24,1205648.0,470780.0,470780.0,179284.0
MO,25-39,25,1250176.0,360195.0,360195.0,132292.0
MO,25-39,26,1202851.0,216899.0,216899.0,88469.0
MO,25-39,27,1038106.0,220242.0,220242.0,160837.0
MO,25-39,28,1201047.0,233562.0,233562.0,136962.0
MO,25-39,29,1041353.0,168400.0,168400.0,91818.0
MO,25-39,30,1229953.0,328384.0,328384.0,254272.0
MO,25-39,31,1209667.0,250952.0,250952.0,208013.0
MO,25-39,32,1089826.0,289203.0,289203.0,196407.0
MO,40-54,22,1084253.0,309680.0,309680.0,88231.0
MO,40-54,23,1084004.0,300630.0,300630.0,165288.0
MO,40-54,24,1114236.0,339848.0,339848.0,128750.0
MO,40-54,25,1066347.0,245091.0,245091.0,134609.0
MO,40-54,26,1048438.0,232352.0,232352.0,109621.0
MO,40-54,27,1143124.0,252919.0,252919.0,125764.0
MO,40-54,28,1059104.0,171781.0,171781.0,130866.0
MO,40-54,29,1185705.0,171174.0,171174.0,114250.0
MO,40-54,30,1078203.0,160686.0,160686.0,105968.0
MO,40-54,31,1100611.0,181082.0,181082.0,106836.0
MO,40-54,32,1130147.0,265148.0,265148.0,185506.0
MO,55-64,22,870348.0,189579.0,189579.0,60114.0
MO,55-64,23,877150.0,119498.0,119498.0,61845.0
MO,55-64,24,829710.0,154023.0,154023.0,59643.0
MO,55-64,25,842778.0,155544.0,155544.0,68262.0
MO,55-64,26,797713.0,75102.0,75102.0,39529.0
MO,55-64,27,828981.0,121024.0,121024.0,48001.0
MO,55-64,28,891057.0,129506.0,129506.0,106590.0
MO,55-64,29,797695.0,71145.0,71145.0,47856.0
MO,55-64,30,854412.0,65452.0,65452.0,20452.0
MO,55-64,31,816491.0,61593.0,61593.0,31378.0
MO,55-64,32,851062.0,151436.0,151436.0,115791.0
MO,65+,22,1061772.0,150602.0,150602.0,39260.0
MO,65+,23,1029340.0,50684.0,50684.0,21316.0
MO,65+,24,1059166.0,114016.0,114016.0,59608.0
MO,65+,25,1040450.0,52754.0,52754.0,18643.0
MO,65+,26,1087539.0,48096.0,48096.0,25946.0
MO,65+,27,1067161.0,88003.0,88003.0,38457.0
MO,65+,28,1079083.0,83932.0,83932.0,72692.0
MO,65+,29,1071590.0,33827.0,33827.0,24282.0
MO,65+,30,1064403.0,24298.0,24298.0,23061.0
MO,65+,31,1064106.0,48267.0,48267.0,17380.0
MO,65+,32,1057030.0,39164.0,39164.0,30886.0
MT,18-24,22,45440.0,25021.0,25021.0,20773.0
MT,18-24,23,74018.0,27641.0,27641.0,4932.0
MT,18-24,24,50717.0,23911.0,23911.0,15438.0
MT,18-24,25,59526.0,18798.0,18798.0,5554.0
MT,18-24,26,56238.0,11558.0,11558.0,8417.0
MT,18-24,27,40307.0,16454.0,16454.0,480.0
MT,18-24,28,44108.0,8329.0,8329.0,6328.0
MT,18-24,29,63146.0,2422.0,2422.0,0.0
MT,18-24,30,62859.0,1947.0,1947.0,1947.0
MT,18-24,31,40888.0,16971.0,16971.0,13590.0
MT,18-24,32,50386.0,17456.0,17456.0,4578.0
MT,25-39,22,217446.0,94906.0,94906.0,49305.0
MT,25-39,23,197520.0,71258.0,71258.0,47233.0
MT,25-39,24,188770.0,45227.0,45227.0,32122.0
MT,25-39,25,224901.0,66263.0,66263.0,46591.0
MT,25-39,26,220191.0,94766.0,94766.0,36670.0
MT,25-39,27,232554.0,87933.0,87933.0,43318.0
MT,25-39,28,201260.0,68454.0,68454.0,40829.0
MT,25-39,29,208597.0,42020.0,42020.0,25799.0
MT,25-39,30,225737.0,78513.0,78513.0,53446.0
MT,25-39,31,232371.0,85049.0,85049.0,60252.0
MT,25-39,32,236870.0,68164.0,68164.0,36790.0
MT,40-54,22,179056.0,54451.0,54451.0,28040.0
MT,40-54,23,198568.0,65446.0,65446.0,40478.0
MT,40-54,24,205353.0,66335.0,66335.0,30567.0
MT,40-54,25,184217.0,58820.0,58820.0,24861.0
MT,40-54,26,184622.0,51104.0,51104.0,25593.0
MT,40-54,27,176664.0,70849.0,70849.0,48167.0
MT,40-54,28,232382.0,56848.0,56848.0,46807.0
MT,40-54,29,176450.0,31326.0,31326.0,20758.0
MT,40-54,30,174993.0,32297.0,32297.0,20141.0
MT,40-54,31,196245.0,54090.0,54090.0,32962.0
MT,40-54,32,187968.0,52317.0,52317.0,29777.0
MT,55-64,22,169551.0,39036.0,39036.0,17164.0
MT,55-64,23,143810.0,32815.0,32815.0,20088.0
MT,55-64,24,150572.0,43149.0,43149.0,24166.0
MT,55-64,25,144693.0,27339.0,27339.0,18157.0
MT,55-64,26,153476.0,41227.0,41227.0,21515.0
MT,55-64,27,153926.0,24515.0,24515.0,13030.0
MT,55-64,28,137717.0,29366.0,29366.0,14227.0
MT,55-64,29,157732.0,20924.0,20924.0,15310.0
MT,55-64,30,151326.0,44011.0,44011.0,35606.0
MT,55-64,31,146075.0,28258.0,28258.0,13161.0
MT,55-64,32,135959.0,25679.0,25679.0,14090.0
MT,65+,22,206063.0,31161.0,31161.0,6756.0
MT,65+,23,207005.0,26505.0,26505.0,13976.0
MT,65+,24,223796.0,27178.0,27178.0,18723.0
MT,65+,25,206527.0,13236.0,13236.0,3345.0
MT,65+,26,207179.0,11407.0,11407.0,4892.0
MT,65+,27,214050.0,24290.0,24290.0,6767.0
MT,65+,28,218726.0,20726.0,20726.0,10132.0
MT,65+,29,209906.0,33278.0,33278.0,11931.0
MT,65+,30,216300.0,20000.0,20000.0,10934.0
MT,65+,31,216274.0,27658.0,27658.0,25163.0
MT,65+,32,210638.0,23602.0,23602.0,15776.0
NE,18-24,22,78503.0,13905.0,13905.0,7280.0
NE,18-24,23,145414.0,37037.0,37037.0,23014.0
NE,18-24,24,101982.0,27171.0,27171.0,27171.0
NE,18-24,25,121250.0,30907.0,30907.0,24261.0
NE,18-24,26,129408.0,49188.0,49188.0,21867.0
NE,18-24,27,134314.0,25412.0,25412.0,15104.0
NE,18-24,28,139380.0,32075.0,32075.0,17009.0
NE,18-24,29,170089.0,18286.0,18286.0,9143.0
NE,18-24,30,91102.0,10140.0,10140.0,0.0
NE,18-24,31,113107.0,10992.0,10992.0,0.0
NE,18-24,32,87432.0,12131.0,12131.0,9815.0
NE,25-39,22,386338.0,112381.0,112381.0,43449.0
NE,25-39,23,373029.0,103277.0,103277.0,33753.0
NE,25-39,24,390216.0,83186.0,83186.0,30830.0
NE,25-39,25,397994.0,106807.0,106807.0,53116.0
NE,25-39,26,371164.0,109936.0,109936.0,59166.0
NE,25-39,27,367987.0,116051.0,116051.0,67969.0
NE,25-39,28,377758.0,39342.0,39342.0,32808.0
NE,25-39,29,333248.0,47620.0,47620.0,26810.0
NE,25-39,30,421479.0,86808.0,86808.0,48855.0
NE,25-39,31,401316.0,53371.0,53371.0,36656.0
NE,25-39,32,424687.0,70275.0,70275.0,48075.0
NE,40-54,22,334516.0,71924.0,71924.0,28219.0
NE,40-54,23,339194.0,75230.0,75230.0,24843.0
NE,40-54,24,330554.0,66035.0,66035.0,24747.0
NE,40-54,25,344341.0,60690.0,60690.0,31574.0
NE,40-54,26,352728.0,48807.0,48807.0,20330.0
NE,40-54,27,352171.0,89602.0,89602.0,51072.0
NE,40-54,28,338479.0,67047.0,67047.0,44576.0
NE,40-54,29,335376.0,41530.0,41530.0,27807.0
NE,40-54,30,368264.0,44413.0,44413.0,29087.0
NE,40-54,31,337374.0,39298.0,39298.0,25706.0
NE,40-54,32,331880.0,50634.0,50634.0,26477.0
NE,55-64,22,241750.0,40143.0,40143.0,25688.0
NE,55-64,23,249155.0,56039.0,56039.0,19654.0
NE,55-64,24,276461.0,58282.0,58282.0,44081.0
NE,55-64,25,236704.0,34108.0,34108.0,12877.0
NE,55-64,26,249598.0,41904.0,41904.0,26012.0
NE,55-64,27,236286.0,31043.0,31043.0,15686.0
NE,55-64,28,226136.0,18458.0,18458.0,15034.0
NE,55-64,29,243274.0,31389.0,31389.0,16827.0
NE,55-64,30,232619.0,22530.0,22530.0,13024.0
NE,55-64,31,249664.0,12536.0,12536.0,9131.0
NE,55-64,32,247501.0,24468.0,24468.0,16357.0
NE,65+,22,339633.0,32287.0,32287.0,24191.0
NE,65+,23,307912.0,30686.0,30686.0,14565.0
NE,65+,24,314593.0,18797.0,18797.0,8091.0
NE,65+,25,313973.0,24299.0,24299.0,10062.0
NE,65+,26,306522.0,25738.0,25738.0,14092.0
NE,65+,27,313607.0,30728.0,30728.0,19641.0
NE,65+,28,325858.0,16968.0,16968.0,10726.0
NE,65+,29,321260.0,19157.0,19157.0,13182.0
NE,65+,30,302457.0,15032.0,15032.0,10602.0
NE,65+,31,303716.0,15164.0,15164.0,9651.0
NE,65+,32,312365.0,28143.0,28143.0,24022.0
NV,18-24,22,211501.0,33997.0,33997.0,9415.0
NV,18-24,23,124953.0,11694.0,11694.0,11694.0
NV,18-24,24,173732.0,55232.0,55232.0,3359.0
NV,18-24,25,205337.0,12243.0,12243.0,2942.0
NV,18-24,26,169825.0,32677.0,32677.0,18676.0
NV,18-24,27,142823.0,13451.0,13451.0,9298.0
NV,18-24,28,260262.0,32413.0,32413.0,26276.0
NV,18-24,29,188071.0,19532.0,19532.0,19532.0
NV,18-24,30,194788.0,37760.0,37760.0,31290.0
NV,18-24,31,133536.0,41714.0,41714.0,20009.0
NV,18-24,32,198252.0,26903.0,26903.0,13319.0
NV,25-39,22,594574.0,212731.0,212731.0,76465.0
NV,25-39,23,710338.0,219304.0,219304.0,78594.0
NV,25-39,24,608981.0,124172.0,124172.0,58372.0
NV,25-39,25,595856.0,182077.0,182077.0,93708.0
NV,25-39,26,728614.0,236344.0,236344.0,133776.0
NV,25-39,27,667581.0,189157.0,189157.0,85392.0
NV,25-39,28,594853.0,106241.0,106241.0,52584.0
NV,25-39,29,630218.0,110477.0,110477.0,52959.0
NV,25-39,30,686948.0,70098.0,70098.0,53381.0
NV,25-39,31,692214.0,141005.0,141005.0,52843.0
NV,25-39,32,707330.0,92688.0,92688.0,67258.0
NV,40-54,22,657644.0,135331.0,135331.0,61387.0
NV,40-54,23,655519.0,130020.0,130020.0,62967.0
NV,40-54,24,673734.0,129739.0,129739.0,68395.0
NV,40-54,25,639467.0,138542.0,138542.0,45330.0
NV,40-54,26,622479.0,132694.0,132694.0,56590.0
NV,40-54,27,692420.0,138588.0,138588.0,83433.0
NV,40-54,28,675576.0,123754.0,123754.0,90372.0
NV,40-54,29,643528.0,81084.0,81084.0,49516.0
NV,40-54,30,626195.0,46556.0,46556.0,38364.0
NV,40-54,31,640365.0,60983.0,60983.0,39527.0
NV,40-54,32,579295.0,66804.0,66804.0,49754.0
NV,55-64,22,392300.0,55415.0,55415.0,19298.0
NV,55-64,23,411416.0,64107.0,64107.0,36685.0
NV,55-64,24,391648.0,74203.0,74203.0,26054.0
NV,55-64,25,425124.0,61364.0,61364.0,31935.0
NV,55-64,26,368513.0,64840.0,64840.0,17161.0
NV,55-64,27,394851.0,61306.0,61306.0,27526.0
NV,55-64,28,418780.0,48778.0,48778.0,27094.0
NV,55-64,29,427449.0,35962.0,35962.0,23628.0
NV,55-64,30,395662.0,59376.0,59376.0,26926.0
NV,55-64,31,423195.0,33750.0,33750.0,30038.0
NV,55-64,32,437713.0,33427.0,33427.0,23587.0
NV,65+,22,518879.0,82976.0,82976.0,50095.0
NV,65+,23,485114.0,29550.0,29550.0,9894.0
NV,65+,24,499578.0,46637.0,46637.0,22687.0
NV,65+,25,511084.0,38101.0,38101.0,19940.0
NV,65+,26,507528.0,32128.0,32128.0,13461.0
NV,65+,27,495200.0,41862.0,41862.0,20855.0
NV,65+,28,486884.0,36760.0,36760.0,22953.0
NV,65+,29,535564.0,37313.0,37313.0,34015.0
NV,65+,30,532157.0,14754.0,14754.0,10441.0
NV,65+,31,534927.0,18602.0,18602.0,13933.0
NV,65+,32,496279.0,30462.0,30462.0,20185.0
NH,18-24,22,79922.0,19402.0,19402.0,0.0
NH,18-24,23,100823.0,16671.0,16671.0,0.0
NH,18-24,24,70618.0,14001.0,14001.0,4616.0
NH,18-24,25,65857.0,12456.0,12456.0,954.0
NH,18-24,26,86763.0,6506.0,6506.0,6506.0
NH,18-24,27,89091.0,1570.0,1570.0,0.0
NH,18-24,28,73953.0,5028.0,5028.0,2861.0
NH,18-24,29,104825.0,10052.0,10052.0,8079.0
NH,18-24,30,52524.0,11296.0,11296.0,11296.0
NH,18-24,31,95921.0,23519.0,23519.0,19218.0
NH,18-24,32,60439.0,0.0,0.0,0.0
NH,25-39,22,244163.0,67193.0,67193.0,9908.0
NH,25-39,23,240172.0,66848.0,66848.0,29210.0
NH,25-39,24,235336.0,65095.0,65095.0,19524.0
NH,25-39,25,279548.0,84896.0,84896.0,53271.0
NH,25-39,26,251475.0,78355.0,78355.0,45840.0
NH,25-39,27,260589.0,47750.0,47750.0,30093.0
NH,25-39,28,257717.0,32088.0,32088.0,15040.0
NH,25-39,29,236022.0,25446.0,25446.0,17261.0
NH,25-39,30,284368.0,48843.0,48843.0,33900.0
NH,25-39,31,245503.0,25081.0,25081.0,20864.0
NH,25-39,32,289778.0,46717.0,46717.0,34596.0
NH,40-54,22,271560.0,52738.0,52738.0,21524.0
NH,40-54,23,249568.0,48474.0,48474.0,13735.0
NH,40-54,24,278940.0,51667.0,51667.0,16633.0
NH,40-54,25,250190.0,31580.0,31580.0,14906.0
NH,40-54,26,244177.0,38832.0,38832.0,8064.0
NH,40-54,27,255534.0,38833.0,38833.0,16260.0
NH,40-54,28,264810.0,26613.0,26613.0,12711.0
NH,40-54,29,255988.0,26862.0,26862.0,20940.0
NH,40-54,30,255565.0,14158.0,14158.0,9256.0
NH,40-54,31,254325.0,41736.0,41736.0,18859.0
NH,40-54,32,254819.0,27687.0,27687.0,19847.0
NH,55-64,22,217062.0,15885.0,15885.0,4912.0
NH,55-64,23,220712.0,20299.0,20299.0,941.0
NH,55-64,24,219543.0,20791.0,20791.0,8162.0
NH,55-64,25,215790.0,38010.0,38010.0,9304.0
NH,55-64,26,235396.0,22015.0,22015.0,9466.0
NH,55-64,27,210915.0,17309.0,17309.0,8739.0
NH,55-64,28,214958.0,8201.0,8201.0,5306.0
NH,55-64,29,212813.0,12638.0,12638.0,6208.0
NH,55-64,30,214516.0,14770.0,14770.0,13052.0
NH,55-64,31,217756.0,16791.0,16791.0,10599.0
NH,55-64,32,210437.0,10188.0,10188.0,3262.0
NH,65+,22,250550.0,18677.0,18677.0,4979.0
NH,65+,23,254035.0,12221.0,12221.0,7115.0
NH,65+,24,260633.0,13682.0,13682.0,11452.0
NH,65+,25,259629.0,8643.0,8643.0,2906.0
NH,65+,26,254484.0,15921.0,15921.0,3993.0
NH,65+,27,254145.0,8558.0,8558.0,5696.0
NH,65+,28,262470.0,13493.0,13493.0,4930.0
NH,65+,29,264229.0,7451.0,7451.0,3091.0
NH,65+,30,269348.0,1856.0,1856.0,936.0
NH,65+,31,262509.0,13804.0,13804.0,10588.0
NH,65+,32,262423.0,19638.0,19638.0,16556.0
NJ,18-24,22,575751.0,95099.0,95099.0,23879.0
NJ,18-24,23,439913.0,38315.0,38315.0,7921.0
NJ,18-24,24,596026.0,112140.0,112140.0,18170.0
NJ,18-24,25,504095.0,76449.0,76449.0,4082.0
NJ,18-24,26,571007.0,117515.0,117515.0,33161.0
NJ,18-24,27,298043.0,78324.0,78324.0,8783.0
NJ,18-24,28,531284.0,31783.0,31783.0,13695.0
NJ,18-24,29,548264.0,17032.0,17032.0,0.0
NJ,18-24,30,464956.0,51904.0,51904.0,21065.0
NJ,18-24,31,451002.0,0.0,0.0,0.0
NJ,18-24,32,491730.0,12975.0,12975.0,0.0
NJ,25-39,22,1594564.0,408012.0,408012.0,145505.0
NJ,25-39,23,1781886.0,441163.0,441163.0,222115.0
NJ,25-39,24,1493468.0,186751.0,186751.0,81943.0
NJ,25-39,25,1608744.0,269907.0,269907.0,152917.0
NJ,25-39,26,1562428.0,201757.0,201757.0,73647.0
NJ,25-39,27,1874363.0,184559.0,184559.0,72755.0
NJ,25-39,28,1499824.0,209854.0,209854.0,130558.0
NJ,25-39,29,1583402.0,89961.0,89961.0,27524.0
